Epoch,LR,Train_Loss,Train_Seg_Loss,Train_Heatmap_Loss,Train_Seg_IoU,Train_Seg_Precision,Train_Seg_Recall,Train_Seg_F1,Train_Heatmap_IoU,Train_Heatmap_Precision,Train_Heatmap_Recall,Train_Heatmap_F1,Val_Loss,Val_Seg_Loss,Val_Heatmap_Loss,Val_Seg_IoU,Val_Seg_Precision,Val_Seg_Recall,Val_Seg_F1,Val_Heatmap_IoU,Val_Heatmap_Precision,Val_Heatmap_Recall,Val_Heatmap_F1,Val_ARCADE_Polygon_Instance_F1
20,0.00100000,0.690414,0.587166,0.103248,0.315283,0.388436,0.651366,0.446733,0.388825,0.534807,0.602788,0.525922,0.612563,0.518916,0.093647,0.372184,0.441760,0.735247,0.517330,0.449555,0.620268,0.639684,0.593838,0.327878
21,0.00100000,0.686901,0.583562,0.103339,0.319614,0.392685,0.649871,0.450807,0.393707,0.539541,0.603305,0.528932,0.670927,0.569223,0.101704,0.305005,0.345004,0.765928,0.445769,0.409313,0.497224,0.715020,0.555709,0.244084
22,0.00100000,0.679566,0.577535,0.102030,0.322380,0.392095,0.661068,0.455597,0.397883,0.542546,0.602152,0.534084,0.628086,0.532299,0.095787,0.350434,0.396503,0.753526,0.492523,0.450536,0.538814,0.732428,0.592206,0.270865
23,0.00100000,0.670977,0.570561,0.100417,0.327984,0.398143,0.675809,0.462853,0.408321,0.555386,0.620447,0.546775,0.648069,0.550629,0.097440,0.335141,0.382063,0.724412,0.473496,0.432752,0.553935,0.664502,0.574169,0.282361
24,0.00100000,0.677754,0.576565,0.101188,0.321839,0.390090,0.668080,0.455857,0.402363,0.548312,0.612751,0.540481,0.606145,0.515358,0.090787,0.375899,0.446356,0.731213,0.524759,0.469327,0.582650,0.716029,0.615518,0.294146
25,0.00100000,0.672928,0.572523,0.100405,0.327473,0.398482,0.672953,0.461417,0.408040,0.551446,0.618532,0.544784,0.691332,0.585974,0.105358,0.297308,0.341450,0.723758,0.434311,0.388449,0.467125,0.708192,0.533192,0.229903
26,0.00100000,0.670100,0.569524,0.100576,0.330999,0.402389,0.668689,0.464757,0.406879,0.551773,0.614956,0.544064,0.634089,0.538573,0.095516,0.336587,0.384178,0.773762,0.480380,0.443272,0.570254,0.683746,0.587125,0.282092
27,0.00100000,0.661961,0.562471,0.099490,0.335149,0.404217,0.682064,0.470864,0.414664,0.561242,0.621386,0.551839,0.642847,0.549198,0.093649,0.370923,0.494502,0.623689,0.513929,0.451016,0.629374,0.625324,0.590661,0.319530
28,0.00100000,0.662543,0.563023,0.099520,0.339482,0.414558,0.666282,0.474077,0.413615,0.562099,0.614770,0.550745,0.625585,0.530528,0.095058,0.346283,0.394362,0.771050,0.492339,0.452837,0.550639,0.732663,0.599092,0.275765
29,0.00100000,0.647161,0.549956,0.097205,0.354303,0.433429,0.674123,0.490137,0.433301,0.586559,0.623875,0.569255,0.596588,0.507151,0.089436,0.410253,0.532721,0.669861,0.556298,0.467943,0.679844,0.609880,0.610313,0.360674
30,0.00100000,0.668866,0.568789,0.100077,0.334157,0.408914,0.659592,0.466903,0.412639,0.562084,0.605536,0.547055,0.623947,0.530239,0.093708,0.336225,0.370374,0.811130,0.482881,0.469665,0.554093,0.765336,0.614442,0.252430
31,0.00100000,0.662880,0.563484,0.099396,0.340692,0.413935,0.667533,0.473507,0.417498,0.567977,0.613689,0.551908,0.578845,0.491149,0.087696,0.393154,0.451993,0.776476,0.542111,0.491388,0.645794,0.686174,0.636724,0.317317
32,0.00100000,0.659294,0.560673,0.098621,0.340973,0.413138,0.679497,0.475616,0.420410,0.570020,0.621838,0.557077,0.638108,0.542262,0.095846,0.342976,0.392557,0.736099,0.483799,0.449250,0.582731,0.654772,0.587168,0.285209
33,0.00100000,0.639967,0.543826,0.096141,0.357472,0.434105,0.685635,0.494367,0.437750,0.592261,0.631519,0.575399,0.628070,0.534768,0.093302,0.342171,0.383550,0.764191,0.484775,0.458292,0.584702,0.675568,0.599168,0.285582
34,0.00100000,0.652768,0.555906,0.096862,0.347554,0.425432,0.664338,0.482577,0.433069,0.584483,0.618946,0.568350,0.599538,0.508941,0.090596,0.395952,0.485523,0.699660,0.540722,0.477349,0.604828,0.697341,0.618325,0.324318
35,0.00100000,0.634565,0.539617,0.094949,0.364741,0.437816,0.691876,0.500110,0.446036,0.593619,0.643749,0.582812,0.629843,0.536121,0.093722,0.388572,0.521246,0.621373,0.529708,0.446442,0.652506,0.582317,0.583961,0.339506
36,0.00100000,0.642300,0.546260,0.096040,0.357637,0.436539,0.678572,0.493085,0.436417,0.586099,0.636672,0.573593,0.595426,0.505972,0.089453,0.391059,0.478456,0.728401,0.538798,0.472007,0.624143,0.680114,0.617047,0.322376
37,0.00100000,0.645801,0.548873,0.096927,0.354064,0.429444,0.680281,0.489751,0.433244,0.585781,0.624843,0.569723,0.625885,0.533036,0.092849,0.362185,0.442378,0.704520,0.509552,0.458923,0.597163,0.689614,0.605719,0.291825
38,0.00020000,0.611876,0.519911,0.091965,0.377858,0.449655,0.718151,0.517929,0.466002,0.615339,0.657139,0.603272,0.564335,0.479577,0.084758,0.418425,0.498779,0.747284,0.565658,0.510486,0.672900,0.686902,0.650888,0.335713
39,0.00020000,0.605914,0.514488,0.091427,0.387279,0.468182,0.707913,0.527420,0.468279,0.627315,0.649188,0.604350,0.563314,0.478079,0.085235,0.416536,0.487385,0.758894,0.563426,0.500264,0.650151,0.689965,0.642739,0.337126
40,0.00020000,0.598721,0.508800,0.089920,0.394870,0.469212,0.720686,0.533579,0.477829,0.635933,0.658081,0.613818,0.558520,0.473996,0.084524,0.418460,0.486863,0.771284,0.564470,0.510883,0.674184,0.686436,0.650606,0.340707
41,0.00020000,0.595067,0.505672,0.089395,0.398956,0.477416,0.715787,0.537644,0.481775,0.643917,0.654101,0.615999,0.549026,0.466210,0.082816,0.448355,0.556472,0.718729,0.591803,0.520221,0.714325,0.660393,0.656026,0.377945
42,0.00020000,0.590678,0.502028,0.088650,0.406218,0.492864,0.710232,0.544769,0.484543,0.652814,0.656798,0.619456,0.551977,0.468501,0.083476,0.427347,0.498980,0.767363,0.572983,0.515405,0.679229,0.685702,0.653707,0.356886
43,0.00020000,0.591951,0.502769,0.089182,0.399542,0.474708,0.723204,0.538167,0.483856,0.641707,0.659251,0.618417,0.554680,0.470853,0.083828,0.426892,0.504042,0.757792,0.572427,0.516210,0.682565,0.684941,0.653946,0.352898
44,0.00020000,0.579434,0.492730,0.086704,0.412306,0.493887,0.719919,0.552518,0.499368,0.663431,0.663719,0.633871,0.557470,0.472933,0.084537,0.436323,0.527445,0.727450,0.578202,0.511234,0.695203,0.660676,0.646400,0.375032
45,0.00020000,0.578387,0.491158,0.087229,0.414834,0.495449,0.723576,0.554576,0.495849,0.659191,0.664654,0.630871,0.544974,0.462586,0.082389,0.431990,0.504155,0.777465,0.579346,0.529135,0.671999,0.722745,0.667502,0.344917
46,0.00020000,0.586590,0.498559,0.088031,0.407324,0.494333,0.717624,0.547989,0.490443,0.656146,0.663309,0.626352,0.562581,0.477828,0.084753,0.427246,0.510593,0.733214,0.570430,0.508162,0.681940,0.668027,0.645446,0.353613
47,0.00020000,0.576744,0.490345,0.086399,0.415223,0.496550,0.727203,0.555524,0.499799,0.664212,0.664296,0.634116,0.540102,0.458125,0.081977,0.435875,0.505370,0.783561,0.582920,0.532991,0.685875,0.713879,0.671062,0.362971
48,0.00020000,0.581710,0.494308,0.087401,0.410812,0.493860,0.720167,0.550548,0.494783,0.662302,0.660745,0.629667,0.550034,0.467254,0.082780,0.429743,0.510356,0.761077,0.576182,0.526136,0.693342,0.696069,0.664086,0.360919
49,0.00020000,0.570347,0.484189,0.086157,0.423715,0.510221,0.724711,0.564022,0.505744,0.674534,0.665866,0.639166,0.540460,0.458622,0.081838,0.424247,0.477637,0.813068,0.572077,0.532817,0.661691,0.742324,0.672217,0.352067
50,0.00020000,0.570169,0.484284,0.085886,0.421366,0.502232,0.727543,0.560880,0.503579,0.669782,0.671546,0.638945,0.544968,0.462280,0.082688,0.423452,0.478785,0.799946,0.570344,0.527267,0.658144,0.730829,0.666381,0.341590
51,0.00020000,0.574713,0.488116,0.086597,0.417748,0.498630,0.730425,0.557261,0.500974,0.661569,0.672492,0.635334,0.540323,0.458451,0.081872,0.424844,0.481954,0.812447,0.573267,0.534646,0.658761,0.752169,0.673913,0.350708
52,0.00020000,0.566490,0.481147,0.085343,0.424969,0.507010,0.731719,0.564731,0.510987,0.674292,0.675507,0.644546,0.539203,0.457456,0.081747,0.439362,0.513389,0.770992,0.586255,0.534714,0.696151,0.706046,0.672017,0.373013
53,0.00020000,0.566750,0.481163,0.085587,0.428935,0.515797,0.716892,0.567348,0.509014,0.679336,0.662259,0.640952,0.548927,0.466043,0.082884,0.425117,0.484492,0.780544,0.569275,0.528965,0.676764,0.707820,0.664233,0.343255
54,0.00020000,0.572261,0.486524,0.085737,0.421681,0.506121,0.726285,0.560335,0.506116,0.670201,0.674680,0.640206,0.541860,0.460310,0.081550,0.440712,0.523778,0.758321,0.586531,0.532241,0.693473,0.703473,0.669211,0.369011
55,0.00020000,0.568144,0.482637,0.085507,0.425402,0.509323,0.724339,0.564638,0.506476,0.670893,0.673476,0.641313,0.542413,0.460432,0.081981,0.431218,0.494824,0.787180,0.577217,0.535477,0.673381,0.732864,0.673254,0.359093
56,0.00020000,0.564198,0.479107,0.085091,0.428749,0.515828,0.732459,0.568940,0.509629,0.679370,0.675149,0.644598,0.551520,0.468522,0.082998,0.433712,0.517320,0.747159,0.579520,0.524126,0.680403,0.707081,0.662717,0.374611
57,0.00020000,0.566152,0.480698,0.085454,0.429965,0.521266,0.720809,0.569761,0.511028,0.677945,0.671370,0.644556,0.544207,0.462073,0.082133,0.449510,0.544623,0.727118,0.593003,0.526691,0.715523,0.668792,0.663163,0.386473
58,0.00020000,0.558873,0.474252,0.084621,0.436056,0.522160,0.732616,0.576209,0.516045,0.685836,0.673414,0.650167,0.537410,0.455549,0.081861,0.446269,0.525866,0.759015,0.592132,0.533089,0.704521,0.689225,0.669857,0.383657
59,0.00020000,0.571343,0.485322,0.086022,0.419649,0.503661,0.728768,0.560850,0.503922,0.670374,0.672553,0.639679,0.544716,0.461860,0.082856,0.421047,0.473696,0.809878,0.568516,0.532537,0.650563,0.757223,0.671685,0.356038
60,0.00020000,0.554553,0.470720,0.083833,0.431835,0.507760,0.748860,0.573015,0.516793,0.672764,0.688104,0.651586,0.547981,0.465195,0.082785,0.439701,0.522227,0.741829,0.582296,0.529603,0.698134,0.681012,0.661978,0.375139
61,0.00020000,0.553234,0.469155,0.084079,0.437298,0.520109,0.741574,0.577538,0.517552,0.687280,0.674293,0.651137,0.539360,0.457742,0.081617,0.432815,0.491315,0.788400,0.577403,0.541362,0.685808,0.716987,0.675875,0.360577
62,0.00020000,0.558181,0.473895,0.084286,0.435295,0.522118,0.731283,0.575123,0.520867,0.690077,0.676451,0.652795,0.535483,0.454059,0.081424,0.448847,0.532380,0.762941,0.593681,0.539795,0.703951,0.711589,0.675315,0.387551
63,0.00020000,0.559829,0.475208,0.084621,0.434920,0.520996,0.727247,0.574292,0.515051,0.687312,0.665569,0.647540,0.540035,0.458104,0.081930,0.449995,0.540542,0.741289,0.594451,0.530836,0.696750,0.690829,0.666483,0.387173
64,0.00020000,0.554134,0.470156,0.083978,0.435430,0.517845,0.743637,0.575925,0.518346,0.683224,0.683341,0.652448,0.535938,0.454590,0.081348,0.450672,0.533116,0.751954,0.594294,0.538901,0.715529,0.682949,0.672085,0.390548
65,0.00020000,0.554161,0.470245,0.083916,0.434812,0.514263,0.745453,0.574903,0.520121,0.684830,0.679085,0.652415,0.531092,0.450562,0.080529,0.447571,0.523036,0.778329,0.591999,0.545399,0.707139,0.708015,0.678628,0.370100
66,0.00020000,0.548256,0.464993,0.083263,0.439773,0.519352,0.751704,0.580984,0.524737,0.688121,0.685866,0.657875,0.536644,0.455378,0.081266,0.452614,0.541854,0.749788,0.596098,0.533766,0.719308,0.678265,0.669424,0.392622
67,0.00020000,0.552747,0.468800,0.083946,0.442402,0.527788,0.734836,0.580642,0.523532,0.695239,0.673700,0.653871,0.532113,0.451758,0.080354,0.453349,0.540101,0.758404,0.598441,0.543346,0.711832,0.702850,0.679370,0.387774
68,0.00020000,0.558293,0.474020,0.084273,0.434564,0.518710,0.738183,0.573457,0.517734,0.689568,0.675445,0.649673,0.543471,0.461987,0.081484,0.458833,0.571277,0.706816,0.600744,0.527971,0.744133,0.639426,0.662100,0.405949
69,0.00020000,0.547631,0.464545,0.083086,0.440857,0.522115,0.750164,0.581126,0.524682,0.692869,0.682638,0.657584,0.552278,0.469378,0.082900,0.451958,0.563611,0.699139,0.591542,0.524288,0.737892,0.636648,0.655573,0.388149
70,0.00020000,0.555420,0.471324,0.084096,0.436927,0.522163,0.736649,0.576153,0.519650,0.693829,0.672019,0.651799,0.531414,0.451121,0.080293,0.440652,0.502559,0.787608,0.586892,0.545823,0.686987,0.726875,0.681500,0.362541
71,0.00020000,0.552970,0.469441,0.083528,0.439154,0.525463,0.738089,0.579839,0.524358,0.692415,0.682230,0.656889,0.531298,0.450759,0.080538,0.456391,0.544282,0.750310,0.601265,0.535778,0.717758,0.679873,0.672211,0.398328
72,0.00004000,0.536742,0.455135,0.081607,0.455752,0.542423,0.745447,0.596322,0.534470,0.711151,0.680770,0.667565,0.527126,0.447420,0.079706,0.459397,0.549134,0.755336,0.604530,0.544900,0.719319,0.695677,0.680909,0.396845
73,0.00004000,0.538040,0.456555,0.081486,0.454548,0.542828,0.745633,0.594977,0.536571,0.707613,0.687412,0.668835,0.528964,0.448868,0.080097,0.459916,0.552325,0.746526,0.603207,0.541434,0.724091,0.683620,0.675763,0.398413
74,0.00004000,0.536203,0.454819,0.081384,0.454391,0.539914,0.753759,0.596442,0.537991,0.710550,0.690931,0.671133,0.521732,0.442299,0.079433,0.463188,0.548341,0.762384,0.607371,0.546844,0.716334,0.699036,0.681542,0.394200
75,0.00004000,0.535751,0.454254,0.081496,0.455533,0.541331,0.744463,0.595393,0.537994,0.711267,0.684443,0.669486,0.519838,0.440616,0.079221,0.457670,0.533686,0.783207,0.604334,0.548734,0.709201,0.714222,0.685267,0.392904
76,0.00004000,0.530396,0.449674,0.080722,0.459093,0.544383,0.753480,0.599947,0.542712,0.715775,0.691363,0.674753,0.530477,0.450268,0.080209,0.461153,0.557600,0.737064,0.604947,0.539333,0.730450,0.673046,0.673482,0.411769
77,0.00004000,0.526865,0.446817,0.080047,0.462529,0.548500,0.754317,0.603590,0.545227,0.718575,0.690716,0.676950,0.527792,0.447599,0.080193,0.452771,0.529632,0.767817,0.598546,0.541149,0.709314,0.697201,0.677197,0.383969
78,0.00004000,0.529478,0.449175,0.080303,0.459911,0.543161,0.755026,0.600409,0.543757,0.709923,0.694808,0.675285,0.522479,0.442989,0.079490,0.462765,0.549705,0.760300,0.608499,0.546372,0.727484,0.690856,0.682120,0.388736
79,0.00004000,0.534992,0.454138,0.080855,0.455837,0.544971,0.745208,0.596308,0.538874,0.716024,0.683431,0.670508,0.523916,0.443976,0.079940,0.456721,0.532810,0.773283,0.601464,0.548676,0.705686,0.712623,0.682530,0.382196
80,0.00004000,0.526357,0.445910,0.080446,0.463255,0.547639,0.758232,0.604046,0.546187,0.713653,0.696752,0.677353,0.532493,0.451656,0.080837,0.460886,0.560152,0.737022,0.603863,0.536567,0.722615,0.676664,0.670686,0.399110
81,0.00004000,0.527770,0.447569,0.080202,0.463927,0.551549,0.752637,0.604581,0.543338,0.718721,0.687466,0.675172,0.532247,0.451688,0.080559,0.452947,0.535687,0.756053,0.595736,0.543029,0.710293,0.698713,0.676665,0.370611
82,0.00000800,0.535599,0.453945,0.081654,0.455750,0.541111,0.752720,0.595707,0.537955,0.709965,0.689602,0.669277,0.527482,0.447325,0.080158,0.456676,0.536888,0.761418,0.600408,0.545399,0.708543,0.703690,0.679751,0.375586
83,0.00000800,0.533396,0.452154,0.081242,0.456243,0.540050,0.754099,0.597145,0.538040,0.705412,0.691987,0.670172,0.530289,0.449858,0.080432,0.457630,0.545006,0.750049,0.600207,0.542507,0.717150,0.690384,0.676099,0.383097
84,0.00000800,0.524047,0.443936,0.080112,0.465464,0.549928,0.755721,0.605403,0.546514,0.719273,0.691524,0.677406,0.529208,0.448881,0.080327,0.456420,0.540167,0.756773,0.600043,0.544873,0.713940,0.697445,0.678652,0.381050
85,0.00000800,0.534895,0.453368,0.081527,0.456515,0.539701,0.748432,0.595779,0.537214,0.707048,0.686852,0.668866,0.524712,0.444743,0.079970,0.461223,0.545687,0.760283,0.605533,0.544924,0.715601,0.696507,0.679533,0.389236
86,0.00000800,0.523284,0.443140,0.080145,0.464976,0.547557,0.761825,0.605400,0.546137,0.714628,0.696856,0.678141,0.528908,0.448629,0.080279,0.462300,0.557359,0.742492,0.605248,0.540499,0.730878,0.676172,0.674740,0.397691
87,0.00000800,0.530737,0.449687,0.081050,0.458701,0.544780,0.753630,0.599819,0.540263,0.712508,0.689434,0.672131,0.527828,0.447528,0.080300,0.454667,0.536058,0.765671,0.599091,0.546052,0.708718,0.706219,0.679996,0.382047
88,0.00000160,0.527572,0.447052,0.080519,0.462817,0.544583,0.756960,0.602607,0.545460,0.713949,0.693232,0.676276,0.528265,0.448052,0.080213,0.456338,0.539315,0.759623,0.600062,0.544300,0.714929,0.695088,0.678126,0.386877
89,0.00000160,0.530101,0.449407,0.080695,0.461908,0.545583,0.751408,0.600386,0.542094,0.711377,0.691001,0.672434,0.526797,0.446708,0.080089,0.460172,0.547085,0.755299,0.603712,0.543117,0.719262,0.690233,0.677409,0.390117
90,0.00000160,0.526165,0.446197,0.079968,0.463945,0.550886,0.754329,0.604128,0.547594,0.723491,0.693184,0.678944,0.525041,0.444935,0.080106,0.457904,0.542012,0.768316,0.602562,0.545955,0.714459,0.702621,0.680352,0.389454
91,0.00000160,0.531234,0.450210,0.081024,0.460508,0.545458,0.750869,0.600270,0.541914,0.713387,0.687210,0.672337,0.524305,0.444402,0.079903,0.457499,0.537027,0.770805,0.602590,0.547283,0.710087,0.707106,0.682096,0.377528
92,0.00000160,0.530764,0.450079,0.080685,0.460493,0.546106,0.751692,0.600204,0.539699,0.711584,0.688525,0.671531,0.526140,0.446242,0.079899,0.456395,0.537076,0.765871,0.600927,0.546203,0.714099,0.701906,0.681088,0.388974
93,0.00000160,0.526131,0.446173,0.079958,0.462916,0.546612,0.758649,0.603923,0.547178,0.719333,0.696524,0.679864,0.525887,0.445867,0.080020,0.456995,0.538528,0.765940,0.601314,0.546766,0.710385,0.706534,0.681065,0.387424
94,0.00000032,0.532378,0.451603,0.080775,0.457933,0.539295,0.751691,0.597268,0.541715,0.710247,0.691289,0.672950,0.529563,0.449333,0.080230,0.458478,0.547268,0.749944,0.601122,0.543533,0.720895,0.688555,0.676759,0.390678
95,0.00000032,0.523710,0.443716,0.079994,0.464398,0.548489,0.762022,0.604609,0.547769,0.717783,0.696390,0.678474,0.529398,0.448974,0.080424,0.455817,0.539821,0.758448,0.598952,0.544885,0.712140,0.699942,0.678002,0.384767
96,0.00000032,0.529142,0.448592,0.080550,0.463793,0.548637,0.750896,0.603745,0.545181,0.717856,0.688077,0.676212,0.523458,0.443584,0.079874,0.458938,0.539473,0.769455,0.604124,0.546902,0.711774,0.704042,0.681596,0.386628
97,0.00000032,0.523922,0.444096,0.079827,0.464854,0.551517,0.758661,0.606452,0.546769,0.721316,0.696039,0.680402,0.526391,0.446307,0.080084,0.457877,0.542372,0.761140,0.602599,0.545451,0.712494,0.701643,0.680056,0.383253
98,0.00000032,0.524616,0.444524,0.080092,0.464332,0.548555,0.758055,0.604994,0.547099,0.717909,0.694352,0.678026,0.530698,0.450182,0.080515,0.454652,0.534828,0.755923,0.597886,0.543697,0.707971,0.698010,0.677098,0.382799
99,0.00000032,0.524158,0.444242,0.079915,0.466041,0.551480,0.758359,0.606726,0.547185,0.720813,0.694007,0.679323,0.528889,0.448618,0.080271,0.454646,0.538628,0.761129,0.599025,0.544038,0.715297,0.697128,0.678473,0.389098
100,0.00000006,0.524736,0.444581,0.080155,0.466549,0.553782,0.754224,0.606564,0.548654,0.725106,0.692025,0.679703,0.523756,0.443797,0.079959,0.459522,0.540992,0.767050,0.604464,0.545552,0.713609,0.699816,0.680339,0.390842
101,0.00000006,0.523180,0.443345,0.079835,0.464368,0.545489,0.764265,0.604317,0.546990,0.716301,0.700674,0.678759,0.524894,0.444930,0.079963,0.458409,0.539918,0.764408,0.603026,0.546324,0.709888,0.704119,0.680544,0.383958
102,0.00000006,0.526316,0.446700,0.079616,0.461894,0.544699,0.755987,0.602653,0.548374,0.715236,0.695602,0.679149,0.524571,0.444570,0.080001,0.458874,0.540402,0.766498,0.603401,0.546679,0.710600,0.705792,0.681295,0.384442
103,0.00000006,0.530638,0.449921,0.080717,0.461439,0.548378,0.751363,0.601617,0.543259,0.719088,0.688997,0.674979,0.529023,0.448864,0.080159,0.457239,0.544571,0.754199,0.600442,0.543295,0.720715,0.689310,0.676842,0.390173
104,0.00000006,0.525906,0.445912,0.079994,0.462533,0.546292,0.757605,0.602965,0.544543,0.716682,0.693333,0.676395,0.523762,0.443881,0.079882,0.458101,0.537581,0.771978,0.603187,0.546521,0.712380,0.704665,0.681683,0.385773
105,0.00000006,0.535430,0.453929,0.081501,0.455368,0.539195,0.749354,0.594354,0.537605,0.709346,0.684721,0.667496,0.527805,0.447586,0.080219,0.454148,0.534790,0.765814,0.598452,0.547596,0.706800,0.711228,0.681258,0.384036
106,0.00000001,0.521749,0.442209,0.079540,0.468557,0.553240,0.758448,0.608744,0.551499,0.722720,0.694855,0.682137,0.527379,0.447249,0.080130,0.458778,0.544258,0.757001,0.601975,0.544081,0.716903,0.693630,0.677879,0.389846
