Epoch,LR,Train_Loss,Train_Seg_Loss,Train_Heatmap_Loss,Train_Seg_IoU,Train_Seg_Precision,Train_Seg_Recall,Train_Seg_F1,Train_Heatmap_IoU,Train_Heatmap_Precision,Train_Heatmap_Recall,Train_Heatmap_F1,Val_Loss,Val_Seg_Loss,Val_Heatmap_Loss,Val_Seg_IoU,Val_Seg_Precision,Val_Seg_Recall,Val_Seg_F1,Val_Heatmap_IoU,Val_Heatmap_Precision,Val_Heatmap_Recall,Val_Heatmap_F1,Val_ARCADE_Polygon_Instance_F1
64,0.00004000,0.512547,0.512547,0.000000,0.391749,0.475146,0.704120,0.531643,,,,,0.491533,0.491533,0.000000,0.407974,0.492164,0.736346,0.555079,,,,,0.333754
65,0.00004000,0.515748,0.515748,0.000000,0.389749,0.476036,0.699557,0.528329,,,,,0.493259,0.493259,0.000000,0.407523,0.494625,0.730025,0.554631,,,,,0.331793
66,0.00004000,0.515197,0.515197,0.000000,0.393269,0.481261,0.686253,0.531521,,,,,0.494929,0.494929,0.000000,0.406329,0.498193,0.727800,0.552860,,,,,0.330119
67,0.00004000,0.506391,0.506391,0.000000,0.400483,0.486661,0.707390,0.539969,,,,,0.489626,0.489626,0.000000,0.410211,0.493674,0.737121,0.556766,,,,,0.338461
68,0.00004000,0.507604,0.507604,0.000000,0.400195,0.486568,0.707603,0.539280,,,,,0.489641,0.489641,0.000000,0.407255,0.485378,0.745462,0.553707,,,,,0.330703
69,0.00000800,0.505927,0.505927,0.000000,0.396676,0.480394,0.714906,0.537414,,,,,0.491551,0.491551,0.000000,0.409292,0.494055,0.731693,0.555429,,,,,0.334805
70,0.00000800,0.514042,0.514042,0.000000,0.391610,0.477032,0.701132,0.530316,,,,,0.491738,0.491738,0.000000,0.407627,0.489648,0.736287,0.553816,,,,,0.337106
71,0.00000800,0.510741,0.510741,0.000000,0.395086,0.478666,0.707378,0.534124,,,,,0.489812,0.489812,0.000000,0.404572,0.478367,0.754133,0.551224,,,,,0.332734
72,0.00000800,0.508116,0.508116,0.000000,0.396847,0.478957,0.711875,0.536245,,,,,0.491276,0.491276,0.000000,0.408076,0.489707,0.737736,0.554184,,,,,0.334288
73,0.00000800,0.507368,0.507368,0.000000,0.398091,0.481440,0.705386,0.537356,,,,,0.493086,0.493086,0.000000,0.408849,0.496431,0.727277,0.554956,,,,,0.333570
