Epoch,LR,Train_Loss,Train_Seg_Loss,Train_Heatmap_Loss,Train_Seg_IoU,Train_Seg_Precision,Train_Seg_Recall,Train_Seg_F1,Train_Heatmap_IoU,Train_Heatmap_Precision,Train_Heatmap_Recall,Train_Heatmap_F1,Val_Loss,Val_Seg_Loss,Val_Heatmap_Loss,Val_Seg_IoU,Val_Seg_Precision,Val_Seg_Recall,Val_Seg_F1,Val_Heatmap_IoU,Val_Heatmap_Precision,Val_Heatmap_Recall,Val_Heatmap_F1,Val_ARCADE_Polygon_Instance_F1
103,0.00000160,0.514980,0.435982,0.078998,0.474125,0.560160,0.764500,0.615040,0.555302,0.728930,0.700488,0.686089,0.521994,0.442815,0.079180,0.464988,0.552872,0.758127,0.609390,0.551276,0.731606,0.694453,0.686190,0.400309
104,0.00000160,0.520419,0.441055,0.079365,0.470670,0.557273,0.760746,0.611028,0.552837,0.728465,0.697651,0.684155,0.519411,0.440661,0.078749,0.463116,0.547412,0.770912,0.608297,0.553998,0.724644,0.710933,0.689602,0.400735
105,0.00000160,0.519109,0.440245,0.078864,0.471149,0.555642,0.763906,0.610415,0.558523,0.728970,0.703085,0.687463,0.524971,0.445575,0.079396,0.461126,0.551555,0.758134,0.605912,0.549041,0.730500,0.695809,0.684408,0.399766
106,0.00000160,0.524113,0.444403,0.079710,0.469285,0.558947,0.751376,0.607295,0.549580,0.727368,0.688789,0.678058,0.522174,0.443023,0.079152,0.461417,0.547069,0.767814,0.606407,0.552105,0.725761,0.707324,0.687535,0.400540
107,0.00000160,0.516194,0.437280,0.078914,0.473975,0.557992,0.766989,0.613779,0.555169,0.727651,0.700030,0.685730,0.524424,0.445112,0.079312,0.464129,0.555247,0.752531,0.608390,0.548344,0.738247,0.688346,0.683467,0.400814
108,0.00000160,0.516325,0.437422,0.078904,0.473228,0.557842,0.765946,0.613698,0.557249,0.728470,0.702679,0.687564,0.522490,0.443439,0.079050,0.463373,0.553448,0.760785,0.607940,0.550594,0.732707,0.697740,0.686109,0.404097
109,0.00000160,0.518215,0.439217,0.078998,0.472118,0.558272,0.759027,0.611199,0.556905,0.731133,0.697334,0.685351,0.526266,0.446629,0.079636,0.463331,0.556047,0.749083,0.607574,0.546262,0.735159,0.682807,0.681287,0.404443
110,0.00000160,0.526743,0.446581,0.080162,0.463989,0.554367,0.753401,0.604028,0.546748,0.724381,0.692087,0.677448,0.523358,0.444180,0.079178,0.462879,0.549626,0.759093,0.607238,0.550592,0.729096,0.696122,0.685591,0.401590
111,0.00000032,0.515107,0.436321,0.078786,0.472918,0.557922,0.767598,0.613769,0.556988,0.730131,0.705022,0.687806,0.523851,0.444576,0.079275,0.461824,0.551635,0.759728,0.606602,0.550820,0.730733,0.698666,0.685996,0.400930
112,0.00000032,0.518563,0.439843,0.078719,0.473717,0.559662,0.758634,0.613402,0.555212,0.728309,0.696938,0.685344,0.521401,0.442373,0.079027,0.465203,0.556350,0.760196,0.609692,0.552117,0.733681,0.698279,0.687347,0.402122
113,0.00000032,0.516290,0.437473,0.078817,0.476363,0.565431,0.759158,0.616060,0.556983,0.735956,0.694487,0.686923,0.522178,0.443118,0.079060,0.461498,0.548236,0.766168,0.606273,0.552873,0.727563,0.706076,0.688034,0.400940
114,0.00000032,0.515522,0.436676,0.078847,0.473903,0.561622,0.765857,0.615334,0.555806,0.729128,0.701505,0.686511,0.523463,0.444132,0.079330,0.460289,0.546570,0.765870,0.605242,0.552244,0.725022,0.706551,0.686974,0.396853
115,0.00000032,0.513268,0.434742,0.078526,0.478121,0.563212,0.765752,0.617265,0.558451,0.730566,0.702205,0.688452,0.523471,0.444301,0.079170,0.464203,0.553059,0.755674,0.608335,0.550027,0.736826,0.693087,0.685347,0.404211
116,0.00000032,0.519938,0.440610,0.079328,0.471098,0.555254,0.760686,0.610018,0.552526,0.723632,0.696727,0.681848,0.521523,0.442490,0.079032,0.459713,0.541930,0.772880,0.604494,0.555287,0.719610,0.717895,0.690102,0.398182
117,0.00000006,0.520524,0.441070,0.079453,0.469641,0.556416,0.759705,0.609940,0.550984,0.724965,0.696673,0.682016,0.522048,0.442908,0.079140,0.459389,0.540726,0.772703,0.604724,0.554382,0.716938,0.718876,0.689592,0.396340
118,0.00000006,0.521014,0.442107,0.078907,0.469873,0.559771,0.757520,0.610314,0.553750,0.731868,0.698508,0.685111,0.522711,0.443577,0.079134,0.463686,0.554807,0.759247,0.608216,0.552144,0.730935,0.700814,0.687205,0.402051
119,0.00000006,0.519054,0.439645,0.079409,0.471191,0.560526,0.763797,0.612142,0.552345,0.731294,0.697945,0.684436,0.523185,0.443926,0.079258,0.458217,0.540716,0.772004,0.603369,0.554091,0.717510,0.718052,0.688853,0.397749
120,0.00000006,0.519565,0.440111,0.079455,0.473648,0.559579,0.754282,0.611967,0.555973,0.730306,0.692178,0.684027,0.522714,0.443594,0.079121,0.464784,0.553683,0.756480,0.609138,0.549935,0.737988,0.691641,0.685336,0.403610
121,0.00000006,0.512411,0.433868,0.078543,0.477515,0.564345,0.766138,0.617619,0.560095,0.734760,0.702600,0.690339,0.521078,0.442107,0.078972,0.464030,0.552856,0.763510,0.608945,0.552524,0.729732,0.702999,0.687830,0.398095
122,0.00000006,0.516329,0.437563,0.078767,0.472158,0.557247,0.764695,0.612584,0.557617,0.731488,0.701688,0.687896,0.523341,0.444116,0.079225,0.459475,0.544558,0.767830,0.604519,0.552198,0.723994,0.708739,0.687296,0.398383
123,0.00000001,0.522710,0.443130,0.079579,0.470362,0.557982,0.757574,0.610211,0.551440,0.727729,0.696554,0.682927,0.525444,0.446011,0.079433,0.463203,0.557845,0.752120,0.607343,0.548039,0.737163,0.688501,0.683182,0.403389
